age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
31,4,1,2,no,156,0,0,0,13,1,657,7,-1,0,3,1
40,4,1,2,no,66,0,0,0,13,1,737,4,-1,0,3,1
34,4,2,2,no,9827,1,0,0,13,1,871,4,-1,0,3,1
53,7,1,1,no,6170,0,0,0,13,1,838,4,-1,0,3,1
43,4,1,2,no,2383,0,0,0,13,1,379,6,-1,0,3,1
30,9,2,2,no,635,0,0,0,13,1,851,8,-1,0,3,1
34,9,2,1,no,16,0,0,0,13,1,990,1,-1,0,3,1
48,0,0,1,no,362,0,0,0,13,1,529,1,-1,0,3,1
33,4,1,2,no,191,0,0,0,13,1,1148,2,-1,0,3,1
37,4,2,2,no,455,1,0,0,13,1,904,6,-1,0,3,1
57,9,0,1,no,3043,0,0,0,14,1,707,2,-1,0,3,1
55,5,1,0,no,3334,0,0,0,14,1,632,4,-1,0,3,1
34,9,1,2,no,8029,1,0,0,14,1,593,4,-1,0,3,1
44,2,1,2,no,624,0,0,1,14,1,552,2,-1,0,3,1
35,4,2,2,no,331,0,0,0,14,1,857,2,-1,0,3,1
34,3,1,0,no,2929,0,0,0,14,1,518,2,-1,0,3,1
49,7,1,1,no,1314,0,0,0,14,1,834,14,-1,0,3,1
30,9,1,1,no,289,1,0,0,14,1,1184,4,-1,0,3,1
32,4,2,2,no,20,0,0,0,14,1,1151,2,-1,0,3,1
56,1,1,0,no,8163,0,0,0,14,1,1231,4,-1,0,3,1
50,4,2,2,no,1200,0,0,0,14,1,904,3,-1,0,3,1
32,9,2,1,no,1732,1,0,0,14,1,1871,3,-1,0,3,1
